"zone","area","sub_area","pole","config_id","config_name","longitude","latitude"
"Downtown","Marina","500 FOURTH AVE","4-516","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16114","32.710964"
"Downtown","Marina","600 COLUMBIA ST","CL-602","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167492","32.711591"
"Downtown","Marina","600 COLUMBIA ST","CL-603","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167309","32.711648"
"Downtown","Marina","600 COLUMBIA ST","CL-604","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167491","32.711727"
"Downtown","Marina","600 COLUMBIA ST","CL-616","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.16749","32.711786"
"Downtown","Marina","600 COLUMBIA ST","CL-617","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167308","32.711843"
"Downtown","Marina","600 COLUMBIA ST","CL-618","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167489","32.711922"
"Downtown","Marina","600 COLUMBIA ST","CL-619","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167307","32.711979"
"Downtown","Marina","600 COLUMBIA ST","CL-620","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167488","32.712058"
"Downtown","Marina","600 COLUMBIA ST","CL-621","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167306","32.712116"
"Downtown","Marina","600 COLUMBIA ST","CL-622","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167487","32.712175"
"Downtown","Marina","600 COLUMBIA ST","CL-623","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167305","32.712233"
"Downtown","Marina","600 COLUMBIA ST","CL-625","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167304","32.712311"
"Downtown","Marina","600 COLUMBIA ST","CL-627","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.167304","32.712369"
"Downtown","Marina","600 FRONT ST","FR-600W1","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.164482","32.711747"
"Downtown","Marina","600 FRONT ST","FR-600W2","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.164423","32.712073"
"Downtown","Marina","600 FRONT ST","FR-601","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.164605","32.711601"
"Downtown","Marina","600 FRONT ST","FR-603","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.164604","32.711701"
"Downtown","Marina","100 G ST","G-103","8997","15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.163632","32.712476"
"Downtown","Marina","100 G ST","G-105","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163496","32.712476"
"Downtown","Marina","100 G ST","G-107","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163344","32.712476"
"Downtown","Marina","100 G ST","G-109","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163208","32.712476"
"Downtown","Marina","100 G ST","G-111","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163072","32.712477"
"Downtown","Marina","200 G ST","G-203","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162744","32.712478"
"Downtown","Marina","200 G ST","G-205","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162643","32.712478"
"Downtown","Marina","200 G ST","G-207","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162542","32.712478"
"Downtown","Marina","200 G ST","G-209","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162425","32.712479"
"Downtown","Marina","200 G ST","G-211","9001","30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.162324","32.712479"
"Downtown","Marina","200 G ST","G-213","9001","30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.162224","32.71248"
"Downtown","Marina","200 G ST","G-215","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162123","32.71248"
"Downtown","Marina","300 G ST","G-301","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.1618","32.712481"
"Downtown","Marina","300 G ST","G-303","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161668","32.712481"
"Downtown","Marina","300 G ST","G-305","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161539","32.712562"
"Downtown","Marina","300 G ST","G-307","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161388","32.712482"
"Downtown","Marina","300 G ST","G-315","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161256","32.712482"
"Downtown","Marina","100 MARKET ST","H-103","8997","15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.1636","32.711396"
"Downtown","Marina","100 MARKET ST","H-105","8997","15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.163466","32.711397"
"Downtown","Marina","100 MARKET ST","H-107","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163316","32.711398"
"Downtown","Marina","100 MARKET ST","H-109","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163182","32.711398"
"Downtown","Marina","100 MARKET ST","H-111","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163048","32.711399"
"Downtown","Marina","200 MARKET ST","H-201","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162773","32.7114"
"Downtown","Marina","200 MARKET ST","H-202","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162691","32.711555"
"Downtown","Marina","200 MARKET ST","H-203","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162639","32.711401"
"Downtown","Marina","200 MARKET ST","H-204","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162574","32.711556"
"Downtown","Marina","200 MARKET ST","H-205","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162506","32.711402"
"Downtown","Marina","200 MARKET ST","H-206","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16244","32.711557"
"Downtown","Marina","200 MARKET ST","H-208","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162374","32.711557"
"Downtown","Marina","200 MARKET ST","H-211","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162322","32.711404"
"Downtown","Marina","200 MARKET ST","H-212","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16224","32.711558"
"Downtown","Marina","200 MARKET ST","H-213","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162188","32.711405"
"Downtown","Marina","200 MARKET ST","H-214","8997","15 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.162123","32.711559"
"Downtown","Marina","200 MARKET ST","H-215","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162054","32.711406"
"Downtown","Marina","300 MARKET ST","H-305","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161813","32.711407"
"Downtown","Marina","300 MARKET ST","H-306","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161697","32.711562"
"Downtown","Marina","300 MARKET ST","H-307","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161612","32.711409"
"Downtown","Marina","300 MARKET ST","H-309","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161395","32.711411"
"Downtown","Marina","300 MARKET ST","H-317","9001","30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.161295","32.711411"
"Downtown","Marina","300 MARKET ST","H-319","9001","30 Min Max $1.25 HR 10am-8pm Mon-Sat  (Mobile Pay)","-117.161194","32.711412"
"Downtown","Marina","100 J ST","J-108","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16355","32.70944"
"Downtown","Marina","100 J ST","J-110","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163416","32.709441"
"Downtown","Marina","100 J ST","J-111","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163377","32.709287"
"Downtown","Marina","100 J ST","J-112","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16334","32.709441"
"Downtown","Marina","100 J ST","J-113","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163301","32.709288"
"Downtown","Marina","100 J ST","J-114","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163251","32.709442"
"Downtown","Marina","100 J ST","J-116","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163213","32.709442"
"Downtown","Marina","100 J ST","J-118","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163163","32.709442"
"Downtown","Marina","100 J ST","J-120","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163125","32.709442"
"Downtown","Marina","100 J ST","J-122","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163087","32.709442"
"Downtown","Marina","100 J ST","J-124","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163036","32.709442"
"Downtown","Marina","100 J ST","J-126","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162998","32.709442"
"Downtown","Marina","100 J ST","J-130","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16296","32.709443"
"Downtown","Marina","100 J ST","J-132","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16291","32.709443"
"Downtown","Marina","300 J ST","J-300","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161832","32.709456"
"Downtown","Marina","300 J ST","J-300S","6569","2 Hour Max $1.25 HR 10am-8pm Mon-Sat","-117.162112","32.710495"
"Downtown","Marina","300 J ST","J-302","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16175","32.709456"
"Downtown","Marina","300 J ST","J-316","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161373","32.709458"
"Downtown","Marina","300 J ST","J-318","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161292","32.709458"
"Downtown","Marina","300 K ST","K-301","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161701","32.708243"
"Downtown","Marina","300 K ST","K-302","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161621","32.708397"
"Downtown","Marina","300 K ST","K-303","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161535","32.708244"
"Downtown","Marina","300 K ST","K-305","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161452","32.708245"
"Downtown","Marina","300 K ST","K-306","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161372","32.7084"
"Downtown","Marina","300 K ST","K-307","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161286","32.708247"
"Downtown","Marina","300 K ST","K-308","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.161206","32.708402"
"Downtown","Marina","300 K ST","K-309","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16112","32.708249"
"Downtown","Marina","600 KETTNER BLVD","KT-609","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.169097","32.712093"
"Downtown","Marina","600 KETTNER BLVD","KT-611","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.169097","32.712296"
"Downtown","Marina","700 KETTNER BLVD","KT-700E","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.169136","32.71306"
"Downtown","Marina","700 KETTNER BLVD","KT-700W","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.169281","32.713603"
"Downtown","Marina","800 KETTNER BLVD","KT-800E","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.169002","32.714217"
"Downtown","Marina","800 KETTNER BLVD","KT-800W","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.169275","32.714092"
"Downtown","Marina","900 KETTNER BLVD","KT-900W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.169108","32.715034"
"Downtown","Marina","600 INDIA ST","N-600","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168393","32.712223"
"Downtown","Marina","600 INDIA ST","N-602","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168393","32.712258"
"Downtown","Marina","600 INDIA ST","N-604","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168393","32.712299"
"Downtown","Marina","600 INDIA ST","N-606","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168393","32.712334"
"Downtown","Marina","600 INDIA ST","N-608","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168392","32.712375"
"Downtown","Marina","600 INDIA ST","N-614","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168392","32.71241"
"Downtown","Marina","600 INDIA ST","N-616","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168392","32.712451"
"Downtown","Marina","600 INDIA ST","N-618","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.168392","32.712486"
"Downtown","Marina","700 PACIFIC HWY","P-700E","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.170992","32.713028"
"Downtown","Marina","100 ISLAND AVE","SL-100","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.16361","32.710484"
"Downtown","Marina","100 ISLAND AVE","SL-108","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163493","32.710484"
"Downtown","Marina","100 ISLAND AVE","SL-111","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163374","32.710331"
"Downtown","Marina","100 ISLAND AVE","SL-113","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163257","32.710331"
"Downtown","Marina","100 ISLAND AVE","SL-114","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163125","32.710486"
"Downtown","Marina","100 ISLAND AVE","SL-115","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.163023","32.710333"
"Downtown","Marina","200 ISLAND AVE","SL-200","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162682","32.710489"
"Downtown","Marina","200 ISLAND AVE","SL-208","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162531","32.710491"
"Downtown","Marina","200 ISLAND AVE","SL-212","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162397","32.710492"
"Downtown","Marina","200 ISLAND AVE","SL-214","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162263","32.710494"
"Downtown","Marina","200 ISLAND AVE","SL-216","13442","2 Hour Max $1.25 HR 10am-8pm Mon-Sat (Mobile Pay)","-117.162112","32.710495"
"Downtown","Marina","600 STATE ST","ST-600E","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.166737","32.712118"
"Downtown","Marina","600 STATE ST","ST-600W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.166371","32.712016"
"Downtown","Marina","700 STATE ST","ST-700E","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.166477","32.71281"
"Downtown","Marina","700 STATE ST","ST-700W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.166571","32.712952"
"Downtown","Marina","700 STATE ST","ST-746","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.166591","32.713485"
"Downtown","Marina","800 STATE ST","ST-800E","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.166454","32.713993"
"Downtown","Marina","800 STATE ST","ST-814","12494","2 Hour Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.16633","32.71434"
"Downtown","Marina","800 STATE ST","ST-816","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166591","32.713702"
"Downtown","Marina","800 STATE ST","ST-818","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166591","32.713778"
"Downtown","Marina","800 STATE ST","ST-820","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.713873"
"Downtown","Marina","800 STATE ST","ST-822","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166663","32.714515"
"Downtown","Marina","800 STATE ST","ST-824","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.713949"
"Downtown","Marina","800 STATE ST","ST-826","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.714024"
"Downtown","Marina","800 STATE ST","ST-828","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.7141"
"Downtown","Marina","800 STATE ST","ST-830","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.714176"
"Downtown","Marina","800 STATE ST","ST-832","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.714252"
"Downtown","Marina","800 STATE ST","ST-834","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166592","32.714347"
"Downtown","Marina","900 STATE ST","ST-906","14761","15 Min Max $1.25 HR 8am-6pm Mon-Sat  (Mobile Pay)","-117.166593","32.714868"
"Downtown","Marina","900 STATE ST","ST-918","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166594","32.715278"
"Downtown","Marina","900 STATE ST","ST-924","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.166594","32.715545"
"Downtown","Marina","500 UNION ST","U-500W","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.16533","32.711144"
"Downtown","Marina","500 UNION ST","U-521","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.165507","32.710761"
"Downtown","Marina","500 UNION ST","U-523","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.165511","32.710956"
"Downtown","Marina","600 UNION ST","U-600E","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.165539","32.712283"
"Downtown","Marina","600 UNION ST","U-600W","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.16564","32.712159"
"Downtown","Marina","400 WEST BROADWAY","WD-411","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160775","32.715625"
"Downtown","Marina","400 WEST BROADWAY","WD-413","9000","2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.160486","32.715626"
"Downtown","Marina","700 WEST E ST","WE-701","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.158168","32.714595"
"Downtown","Marina","700 WEST E ST","WE-703","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.158034","32.714596"
"Downtown","Marina","700 WEST E ST","WE-705","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.157884","32.714597"
"Downtown","Marina","700 WEST E ST","WE-707","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.15775","32.714598"
"Downtown","Marina","700 WEST E ST","WE-709","14760","2 Hour Max $1.25 HR 8am-6pm Mon-Sat      (Mobile Pay) ","-117.157616","32.714599"
"Downtown","Marina","300 WEST F ST","WF-300N","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.164737","32.7134"
"Downtown","Marina","800 WEST F ST","WF-800N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.170502","32.713672"
"Downtown","Marina","800 WEST F ST","WF-801","14752","9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.157334","32.713565"
"Downtown","Marina","800 WEST F ST","WF-817","14752","9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.157267","32.713565"
"Downtown","Marina","800 WEST F ST","WF-819","14752","9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.157217","32.713565"
"Downtown","Marina","100 WEST G ST","WG-100S","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.163344","32.712476"
"Downtown","Marina","100 WEST G ST","WG-103","12529","15 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.164084","32.712662"
"Downtown","Marina","100 WEST G ST","WG-115","12529","15 Min Max $1.25 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.163344","32.712476"
"Downtown","Marina","200 WEST G ST","WG-200S","13181","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Fri","-117.16527","32.712549"
"Downtown","Marina","300 WEST G ST","WG-300N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.166028","32.712622"
"Downtown","Marina","300 WEST G ST","WG-300S","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.166092","32.712502"
"Downtown","Marina","400 WEST G ST","WG-400N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.167066","32.712571"
"Downtown","Marina","400 WEST G ST","WG-403","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160947","32.712483"
"Downtown","Marina","400 WEST G ST","WG-405","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160861","32.712484"
"Downtown","Marina","400 WEST G ST","WG-407","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160776","32.712485"
"Downtown","Marina","400 WEST G ST","WG-409","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160691","32.712486"
"Downtown","Marina","400 WEST G ST","WG-411","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160605","32.712487"
"Downtown","Marina","400 WEST G ST","WG-413","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.16052","32.712488"
"Downtown","Marina","400 WEST G ST","WG-415","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160435","32.712489"
"Downtown","Marina","400 WEST G ST","WG-417","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160349","32.71249"
"Downtown","Marina","400 WEST G ST","WG-419","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160264","32.71249"
"Downtown","Marina","500 WEST G ST","WG-500N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.167815","32.712517"
"Downtown","Marina","500 WEST G ST","WG-501","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.160021","32.712493"
"Downtown","Marina","500 WEST G ST","WG-503","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159921","32.712493"
"Downtown","Marina","500 WEST G ST","WG-505","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159837","32.712494"
"Downtown","Marina","500 WEST G ST","WG-507","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159737","32.712495"
"Downtown","Marina","500 WEST G ST","WG-509","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159654","32.712495"
"Downtown","Marina","500 WEST G ST","WG-511","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159554","32.712496"
"Downtown","Marina","500 WEST G ST","WG-513","9271","9 Hour Max $0.75 HR 8am-6pm Mon-Sat (Mobile Pay)","-117.159471","32.712497"
"Downtown","Marina","600 WEST G ST","WG-600N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.170055","32.712793"
"Downtown","Marina","600 WEST G ST","WG-600S","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.168589","32.712495"
"Downtown","Marina","600 WEST G ST","WG-615","14754","30 Min Max $1.25 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.15843","32.712507"
"Downtown","Marina","800 WEST G ST","WG-800N","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.170293","32.71238"
"Downtown","Marina","800 WEST G ST","WG-800S","13177","MSPM 9 Hour Max $0.75 HR 8am-6pm Mon-Sat","-117.170518","32.712488"
"Downtown","Marina","800 WEST G ST","WG-816","14752","9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.157162","32.712671"
"Downtown","Marina","800 WEST G ST","WG-818","14752","9 Hour Max $0.75 HR 8am-6pm Mon-Sat  (Mobile Pay) ","-117.157095","32.712672"
"Downtown","Marina","100 WEST MARKET ST","WH-100S","13180","MSPM 2 Hour Max $1.25 HR 8am-6pm Mon-Sat","-117.164195","32.711433"
"Downtown","Marina","100 WEST MARKET ST","WH-108","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.16335","32.711551"
"Downtown","Marina","100 WEST MARKET ST","WH-110","14759","2 Hour Max $1.25 HR 8am-6pm Mon-Sat     (Mobile Pay) ","-117.1632","32.711552"
